10:07:38 || Communicator.BetradarComService.OnStart || Connector Start at UTC: 7/29/2017 7:49:38 AM
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 92, qu: 1, qs: 91, qc: 0, wr: 1, wq: 1, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 4, mgr: ProcessReadQueue, err: never, queue: 78, qu: 0, qs: 78, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 91, qu: 0, qs: 91, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 91, qu: 0, qs: 91, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 91, qu: 0, qs: 91, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ExecuteSelect, err: never, queue: 94, qu: 0, qs: 94, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 4, mgr: ProcessReadQueue, err: never, queue: 78, qu: 0, qs: 78, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 1, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 91, qu: 0, qs: 91, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 91, qu: 0, qs: 91, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 2, mgr: ProcessReadQueue, err: never, queue: 93, qu: 0, qs: 93, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 4, mgr: ProcessReadQueue, err: never, queue: 78, qu: 0, qs: 78, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:04 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 4, mgr: ProcessReadQueue, err: never, queue: 78, qu: 0, qs: 78, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=94,Free=929,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
